ticker    ,sector                ,region                     ,piotroski_score,altman_score,beneish_score,surprise_score,beat_score,adjustment_score,earnings_quality_score,quality_grade
MWA       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
NG        ,Materials             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
INDV      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
PPTA      ,Materials             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
TNDM      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ATGE      ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
LEGN      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
WSC       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
NVST      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
VVV       ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
GLNG      ,Energy                ,Latin America and Caribbean,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MARA      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
IRC       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SKYW      ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
TEX       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
GBTG      ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
VRNS      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
SCR       ,Energy                ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
PII       ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
GFF       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
TPC       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
BRC       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CRC       ,Energy                ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
ACLX      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
PXED      ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
DORM      ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
LACR      ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
KBH       ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
CALX      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CBT       ,Materials             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
IBRX      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
DEA       ,Utilities             ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ASO       ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
LGND      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
KAI       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SIMO      ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
YETI      ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
EMEIS     ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
UNF       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
ICUI      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
VAL       ,Energy                ,Latin America and Caribbean,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
SIG       ,Consumer Discretionary,Latin America and Caribbean,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
BOX       ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
GRAL      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
PAT       ,Materials             ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ITERA     ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MYRG      ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
LNR       ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
VEON      ,Communication Services,Africa / Middle East       ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
