ticker    ,name                                                                                   ,sector                ,industry                                             ,exchange,market_cap,enterprise_value,last_price,price_target,composite_quality_score,quality_tier
ALIG      ,Alimak Group AB (publ)                                                                 ,Industrials           ,Machinery                                            ,OM      ,1627.97   ,1919.72         ,136.4     ,167.0       ,67.99377334993775      ,Above Avg
HYUNDAI   ,Hyundai Motor India Limited                                                            ,Consumer Discretionary,Automobiles                                          ,NSEI    ,19462.69  ,18815.96        ,2196.2    ,2662.6087   ,67.98614570361147      ,Above Avg
OKOMUOIL  ,The Okomu Oil Palm Company Plc                                                         ,Consumer Staples      ,Food Products                                        ,NGSE    ,829.59    ,837.06          ,1206.5    ,1217.38     ,67.97999688667498      ,Above Avg
A214150   ,CLASSYS Inc.                                                                           ,Health Care           ,Health Care Equipment and Supplies                   ,KOSDAQ  ,3349.09   ,3289.74         ,74300.0   ,74750.0     ,67.9382783312578       ,Above Avg
CWK       ,Cranswick plc                                                                          ,Consumer Staples      ,Food Products                                        ,LSE     ,3863.38   ,4242.26         ,52.6      ,58.7813     ,67.90512141967622      ,Above Avg
PLTR      ,Palantir Technologies Inc.                                                             ,Information Technology,Software                                             ,NasdaqGS,349387.93 ,343283.36       ,146.59    ,189.8371    ,67.90496575342466      ,Above Avg
OMAB      ,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.                                    ,Industrials           ,Transportation Infrastructure                        ,BMV     ,5621.37   ,6153.67         ,254.35    ,260.9571    ,67.888698630137        ,Above Avg
NPKI      ,NPK International Inc.                                                                 ,Industrials           ,Trading Companies and Distributors                   ,NYSE    ,1166.87   ,1150.43         ,13.81     ,16.75       ,67.88286114570363      ,Above Avg
ODPV3     ,Odontoprev S.A.                                                                        ,Health Care           ,Health Care Providers and Services                   ,BOVESPA ,1164.82   ,1165.96         ,11.24     ,12.5091     ,67.87928082191783      ,Above Avg
PUUILO    ,Puuilo Oyj                                                                             ,Consumer Discretionary,Broadline Retail                                     ,HLSE    ,1233.61   ,1360.5          ,12.31     ,14.4        ,67.85515255292654      ,Above Avg
7276      ,Koito Manufacturing Co. Ltd.                                                           ,Consumer Discretionary,Automobile Components                                ,TSE     ,4172.21   ,2813.13         ,2415.5    ,2082.0      ,67.85009339975096      ,Above Avg
ERG       ,ERG S.p.A.                                                                             ,Utilities             ,Independent Power and Renewable Electricity Producers,BIT     ,3871.75   ,6470.07         ,22.42     ,23.9        ,67.8365504358655       ,Above Avg
CDR       ,CD Projekt S.A.                                                                        ,Communication Services,Entertainment                                        ,WSE     ,7326.21   ,7057.13         ,259.8     ,229.8333    ,67.82308530510586      ,Above Avg
MEKKO     ,Marimekko Oyj                                                                          ,Consumer Discretionary,Textiles Apparel and Luxury Goods                    ,HLSE    ,619.87    ,636.98          ,12.86     ,13.8333     ,67.80323785803239      ,Above Avg
002916    ,Shennan Circuits Co. Ltd.                                                              ,Information Technology,Electronic Equipment Instruments and Components      ,SZSE    ,22405.65  ,22787.71        ,233.6     ,236.0969    ,67.80191469489417      ,Above Avg
000513    ,Livzon Pharmaceutical Group Inc.                                                       ,Health Care           ,Pharmaceuticals                                      ,SZSE    ,4086.37   ,3263.07         ,34.96     ,43.8025     ,67.79973536737236      ,Above Avg
IMI       ,IMI plc                                                                                ,Industrials           ,Machinery                                            ,LSE     ,9297.34   ,10307.11        ,27.62     ,28.4964     ,67.78385740971358      ,Above Avg
BR        ,Broadridge Financial Solutions Inc.                                                    ,Industrials           ,Professional Services                                ,NYSE    ,23008.17  ,26196.67        ,197.11    ,267.875     ,67.76976961394772      ,Above Avg
CRJ       ,Creepy Jar S.A.                                                                        ,Communication Services,Entertainment                                        ,WSE     ,121.2     ,101.13          ,614.0     ,610.25      ,67.76338729763388      ,Above Avg
SEPL      ,Seplat Energy Plc                                                                      ,Energy                ,Oil Gas and Consumable Fuels                         ,LSE     ,2779.5    ,3267.18         ,3.375     ,4.7876      ,67.74657534246577      ,Above Avg
